 1 1 1 1 	 verse	 1	 6 0 0 0
 1 1 1 1 	 drums_ambient_sparse	 2	 6 0 0 0
 1 1 1 1 	 bass_verse_arp	 3	 6 0 0 0
 7 1 1 1 	 verse	 1	 6 0 0 0
 7 1 1 1 	 drums_break	 2	 6 0 0 0
 7 1 1 1 	 bass_verse_322	 3	 6 0 0 0
 7 1 1 1 	 melody_verse	 4	 6 0 0 0
 13 1 1 1 	 chorus	 1	 4 0 0 0
 13 1 1 1 	 drums_223	 2	 4 0 0 0
 13 1 1 1 	 bass_chorus_spooky	 3	 4 0 0 0
 13 1 1 1 	 melody_chorus	 4	 4 0 0 0
 17 1 1 1 	 verse	 1	 6 0 0 0
 17 1 1 1 	 drums_electro	 2	 6 0 0 0
 17 1 1 1 	 bass_verse_bounce	 3	 6 0 0 0
 17 1 1 1 	 melody_verse	 4	 6 0 0 0
 23 1 1 1 	 verse	 1	 6 0 0 0
 23 1 1 1 	 drums_break	 2	 6 0 0 0
 23 1 1 1 	 bass_verse_arp	 3	 6 0 0 0
 23 1 1 1 	 melody_verse	 4	 6 0 0 0
 29 1 1 1 	 chorus	 1	 4 0 0 0
 29 1 1 1 	 drums_223	 2	 4 0 0 0
 29 1 1 1 	 bass_chorus_spooky	 3	 4 0 0 0
 29 1 1 1 	 melody_chorus	 4	 4 0 0 0
 33 1 1 1 	 chorus	 1	 4 0 0 0
 33 1 1 1 	 drums_322	 2	 4 0 0 0
 33 1 1 1 	 bass_chorus_walk	 3	 4 0 0 0
 33 1 1 1 	 melody_chorus	 4	 4 0 0 0
 37 1 1 1 	 bridge	 1	 7 0 0 0
 37 1 1 1 	 drums_break	 2	 7 0 0 0
 37 1 1 1 	 bass_bridge_bounce	 3	 7 0 0 0
 37 1 1 1 	 melody_bridge	 4	 7 0 0 0
 37 1 1 1 	 melody_hold	 5	 7 0 0 0
 44 1 1 1 	 chorus	 1	 4 0 0 0
 44 1 1 1 	 drums_223	 2	 4 0 0 0
 44 1 1 1 	 bass_chorus_walk	 3	 4 0 0 0
 44 1 1 1 	 melody_chorus	 4	 4 0 0 0
 48 1 1 1 	 chorus	 1	 4 0 0 0
 48 1 1 1 	 drums_322	 2	 4 0 0 0
 48 1 1 1 	 bass_chorus_spooky	 3	 4 0 0 0
 48 1 1 1 	 melody_chorus	 4	 4 0 0 0
 52 1 1 1 	 verse	 1	 6 0 0 0
 52 1 1 1 	 drums_ambient_sparse	 2	 6 0 0 0
 52 1 1 1 	 bass_verse_arp	 3	 6 0 0 0
 52 1 1 1 	 melody_verse	 4	 6 0 0 0
